id_jogo_cbf,category,amount
14213b_2025,11% INSS Prestadores de Serviços,96.8
14213b_2025,11% INSS Quadro Móvel - Clube,0.0
14213b_2025,11% INSS Quadro Móvel - Federação Local,0.0
14214b_2025,Seguro Público Pagante - CBF,281.47
14214b_2025,20% INSS Arbitragem,5461.43
14214b_2025,5% - FPF,24960.06
14214b_2025,5% INSS Renda Bruta,24960.06
14214b_2025,Alimentação / Prest. Serviço / Staff / Policiamento,30670.98
14214b_2025,Ambulância,4860.0
14214b_2025,Antidoping CBF - Análise Laboratorias,1800.0
14214b_2025,"Antidoping CBF - Diária, Alimentação e Transporte",2650.0
14214b_2025,Arbitragem - Diária / Transporte,3223.0
14214b_2025,"Arbitragem, Assistentes e Delegados",32557.15
14214b_2025,Arrecadador,1073.6
14214b_2025,DELEGADO/DIRETOR DE JOGO,1128.1
14214b_2025,Emissão de Ingressos,47840.0
14214b_2025,Equipe de Apoio,7234.6
14214b_2025,Geradores,11000.0
14214b_2025,Gerente de Operações,1023.0
14214b_2025,Ingressos e Controle de Acesso,10170.49
14214b_2025,Logística da Arbitragem,20703.71
14214b_2025,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
14214b_2025,Quadro Móvel do Clube,90995.0
14214b_2025,Segurança Privada,50930.0
14214b_2025,11% INSS Equipe de Arbitragem,1211.32
14215b_2025,Seguro Público Pagante - CBF,139.33
14215b_2025,20% INSS Arbitragem,4026.3
14215b_2025,20% INSS Prestadores de Serviços,130.0
14215b_2025,5% - FPF,5668.0
14215b_2025,5% INSS Renda Bruta,5668.0
14215b_2025,Alimentação / Prest. Serviço / Staff / Policiamento,1800.0
14215b_2025,Ambulância,3000.0
14215b_2025,Ambulatório,950.0
14215b_2025,Antidoping CBF,1800.0
14215b_2025,Antidoping CBF - Análise Laboratorias,4525.0
14215b_2025,Arbitragem - Diária / Transporte,249.0
14215b_2025,"Arbitragem, Assistentes e Delegados",39724.86
14215b_2025,Arrecadador,2164.0
14215b_2025,Bilheteiros,480.0
14215b_2025,DELEGADO/DIRETOR DE JOGO,1614.5
14215b_2025,Equipe de Apoio,4123.0
14215b_2025,Funcionários,1050.0
14215b_2025,Gandulas e Maqueiros,640.0
14215b_2025,Geradores,1300.0
14215b_2025,Gerente de Operações,1514.9
14215b_2025,Gradeamento,7000.0
14215b_2025,"Limpeza, Higienização e Sanitização",6000.0
14215b_2025,Logística da Arbitragem,20703.71
14215b_2025,OFICIAIS CBF (SUPERVISOR E COORDENADOR),850.0
14215b_2025,Orientadores,4650.0
14215b_2025,Prestadores de Serviços,650.0
14215b_2025,Segurança Privada,2880.0
14215b_2025,Sonorização,6000.0
14215b_2025,11% INSS Equipe de Arbitragem,1067.37
14215b_2025,11% INSS Prestadores de Serviços,71.5
14215b_2025,11% INSS Quadro Móvel - Clube,0.0
14215b_2025,11% INSS Quadro Móvel - Federação Local,0.0
14216b_2025,SEGURO TORCEDOR,909.28
14216b_2025,3% - ISS [RENDA BRUTA] ARENA,1538.4
14216b_2025,3% - ISS [RENDA BRUTA] CLUBE,43689.8
14216b_2025,5% - FEDERAÇÃO LOCAL - ARENA,2564.0
14216b_2025,5% FEDERAÇÃO LOCAL - CLUBE,72816.33
14216b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3755.46
14216b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",0.0
14216b_2025,20% - INSS SOBRE O QUADRO MÓVEL [F],1960.0
14216b_2025,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
14216b_2025,ARBITRAGEM - PJ,22392.0
14216b_2025,"ARBITRAGEM, AUXILIARES E FISCAIS",18777.3
14216b_2025,BRIGADA DE INCÊNDIO,36350.4
14216b_2025,DESPESAS OPERACIONAIS ESTÁDIO,194086.66
14216b_2025,EVENTOS,62358.64
14216b_2025,LIMPEZA E CONSERVAÇÃO,56124.38
14216b_2025,LOCAÇÃO DE EQUIPAMENTOS,41479.4
14216b_2025,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",10600.0
14216b_2025,QUADRO MÓVEL [F],9800.0
14216b_2025,SEGURANÇA PRIVADA,253402.61
14216b_2025,SERVIÇOS TERCEIRIZADOS,33515.87
14216b_2025,SINALIZAÇÃO DE TRÂNSITO,3340.0
14216b_2025,SONORIZAÇÃO / LOCUÇÃO/FOTO/FILMAGEM,1125.0
14216b_2025,SUPERVISOR DE IMPRENSA,2150.0
14216b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,21914.81
14216b_2025,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",2065.5
14216b_2025,11% - INSS SOBRE O QUADRO MÓVEL [F],1006.5
14216b_2025,5% - ISS SOBRE O QUADRO MÓVEL [F],335.0
14216b_2025,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",368.23
14217b_2025,SEGURO TORCEDOR,1033.92
14217b_2025,5% - FEDERAÇÃO LOCAL,81410.6
14217b_2025,5% - INSS [RENDA BRUTA],81410.6
14217b_2025,"20% - INSS SOBRE A REMUNERAÇÃO ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",6915.0
14217b_2025,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1789.84
14217b_2025,20% - INSS SOBRE O QUADRO MÓVEL [CLUBE],23288.25
14217b_2025,"ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",34575.0
14217b_2025,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",13403.58
14217b_2025,QUADRO MÓVEL [CLUBE],116441.25
14217b_2025,SERVIÇOS TERCEIRIZADOS,780.0
14217b_2025,TAXA DE BOMBEIRO,11550.0
14217b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,27424.41
14217b_2025,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",2101.55
14217b_2025,5% - ISS SOBRE O QUADRO MÓVEL [CLUBE],5822.06
14217b_2025,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",2167.3
14218b_2025,SEGURO TORCEDOR,940.38
14218b_2025,"2,5% - ISS [RENDA BRUTA]",27946.75
14218b_2025,5% - FEDERAÇÃO LOCAL,55893.5
14218b_2025,5% - INSS SOBRE RENDA BRUTA,55893.5
14218b_2025,2% - ISS SOBRE MÃO DE OBRA DO EXAME ANTI DOPING,66.0
14218b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",7514.45
14218b_2025,20% - INSS SOBRE DESIGNAÇÃO OFICIAL DA CBF/FBF (COORDENADORES E SUPERVISORES,770.0
14218b_2025,20% - INSS SOBRE O QUADRO MÓVEL [F],2300.0
14218b_2025,ANTI DOPING - DESPESA DE CONSUMO,2200.0
14218b_2025,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],1800.0
14218b_2025,"ARBITRAGEM VAR, AVAR, SUPERVISOR VAR E QUALITY MANAGER",37572.27
14218b_2025,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",99205.25
14218b_2025,DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),3850.0
14218b_2025,"DESLOCAMENTO, TRANSPORTE E HOSPEDAGEM DO QUADRO DA ARBITRAGEM VAR",1553.23
14218b_2025,DESPESA COM DESIGNAÇÃO OFICIAL DA CBF (COORDENADORES E SUPERVISORES),572.0
14218b_2025,DESPESAS COM LOGISTICAS DE ABITRAGEM,20703.71
14218b_2025,DESPESAS COM QUADRO MÓVEL E MATERIAL UTILIZADO NA PARTIDA.,2762.5
14218b_2025,DESPESAS OPERACIONAIS ESTÁDIO,224922.26
14218b_2025,POLICIAMENTO,33694.72
14218b_2025,QUADRO MÓVEL [F],11500.0
14218b_2025,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",933.3
14218b_2025,11% - INSS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,379.5
14218b_2025,11% - INSS SOBRE O QUADRO MÓVEL [F],1237.5
14218b_2025,"5% - ISS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",1432.5
14218b_2025,5% - ISS SOBRE A REMUNERAÇÃO DO(S) DESIGNADOS DA CBF/FBF,192.5
14218b_2025,5% - ISS SOBRE O QUADRO MÓVEL [F],575.0
14218b_2025,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",2232.75
14219b_2025,ALUGUEL DE CAMPO,61488.05
14219b_2025,SEGURO ARBITRAGEM,49.1
14219b_2025,SEGURO TORCEDOR,856.86
14219b_2025,5% - FEDERAÇÃO LOCAL,23649.25
14219b_2025,5% - INSS [RENDA BRUTA],23649.25
14219b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",5730.0
14219b_2025,"ALIMENTAÇÃO: CAMAROTES, SEGURANÇA PÚBLICA E ARBITRAGEM",9298.8
14219b_2025,"ARBITRAGEM, AUXILIARES E FISCAIS",28650.0
14219b_2025,"FCF (COORD. DE CAMPO, COORD. IMPRENSA E SUPERVISOR)",3900.0
14219b_2025,INGRESSO CORTESIA,2634.0
14219b_2025,"LOCAÇÃO DE ESTRUTURA, ILUMINAÇÃO E PLACAS",26854.16
14219b_2025,"LOCUÇÃO, TRANSMISSÃO DE JOGO E COLETIVA",2690.0
14219b_2025,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",5250.0
14219b_2025,PRODUÇÃO DO EVENTO,14729.0
14219b_2025,"QUADRO MÓVEL I: CONTROLE DE ACESSO, SEGURANÇA, LIMPEZA, SUPERVISÃO DE JOGO, FISCAL DE CAMPO",87693.77
14219b_2025,QUADRO MÓVEL II: BRIGADISTAS; CONSULTORIA JURÍDICA E AUDITORIA,1807.22
14219b_2025,SÓCIO TORCEDOR,14556.0
14219b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,31112.61
14220b_2025,SEGURO TORCEDOR,842.37
14220b_2025,5% - FEDERAÇÃO LOCAL,78874.5
14220b_2025,5% - INSS [RENDA BRUTA],78874.5
14220b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",5844.0
14220b_2025,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,702.39
14220b_2025,ALIMENTAÇÃO / LANCHE,13753.49
14220b_2025,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
14220b_2025,"ARBITRAGEM, AUXILIARES E FISCAIS",29220.0
14220b_2025,BRIGADA DE INCÊNDIO,11770.0
14220b_2025,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",16688.62
14220b_2025,DESPESAS OPERACIONAIS ESTÁDIO,2122.0
14220b_2025,EQUIPE DE ΑΡΟΙΟ,15520.0
14220b_2025,EQUIPE DE ORIENTADORES,38250.0
14220b_2025,INGRESSO CORTESIA,120075.0
14220b_2025,LIMPEZA E CONSERVAÇÃO,17425.0
14220b_2025,LOCAÇÃO DE EQUIPAMENTOS,18450.0
14220b_2025,LOCAÇÃO DE GRADES,17400.0
14220b_2025,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",5052.63
14220b_2025,SEGURANÇA PRIVADA,69180.0
14220b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,7580.35
14220b_2025,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",664.51
14220b_2025,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",282.62
14221b_2025,TAXA FERJ,97962.5
14221b_2025,INSS 5% DECRETO,101587.5
14221b_2025,TAXA DE ARBITRAGEM,28585.0
14221b_2025,INSS 20% S/ ARBITRAGEM,3650.0
14221b_2025,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,7111.6
14221b_2025,DESPESA OPERACIONAL E DELEGADOS,25000.0
14221b_2025,"SEGURO DO PÚBLICO PRESENTE (0,032)",1477.5
14221b_2025,CREDENCIAMENTO,3000.0
14221b_2025,CONTROLE E EXAME DE DOPING,4000.0
14221b_2025,CONFECÇÃO VENDA E PRÉ VENDA DE INGRESSOS,75664.83
14221b_2025,TAXA DE BOMBEIROS,4384.99
14221b_2025,DESPESAS DO ESTÁDIO,824695.55
14221b_2025,INGRESSO PROMOCIONAL,42680.0
14221b_2025,CAMAROTE PROMOCIONAL,29820.0
14221b_2025,SUPERVISOR DE PROTOCOLO CBF,2150.0
14221b_2025,INSS 20% S/ SUPERVISOR DE PROTOCOLO CBF,430.0
14221b_2025,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 042 PRE/2025,20703.71
14221b_2025,INSS 11% S/ ARBITRAGEM,1911.8
14221b_2025,INSS 11% S/ SUPERVISOR DE PROTOCOLO CBF,143.0
14221b_2025,IRRF S/ ARBITRAGEM,437.84
14221b_2025,IRRF S/ SUPERVISOR DE PROTOCOLO CBF,0.0
14222b_2025,TAXA FERJ,51220.8
14222b_2025,INSS 5% (Vasco da Gama SAF Lei nº 14.193/2021),0.0
14222b_2025,TAXA DE ARBITRAGEM,33425.0
14222b_2025,INSS 20% S/ ARBITRAGEM,2684.0
14222b_2025,DIÁRIA E REEMBOLSO PASSAGEM ARBITRAGEM,4102.0
14222b_2025,DESPESA OPERACIONAL E DELEGADOS,19000.0
14222b_2025,"SEGURO DO PÚBLICO PRESENTE (0,032)",511.01
14222b_2025,CREDENCIAMENTO,2800.0
14222b_2025,CONTROLE E EXAME DE DOPING,4000.0
14222b_2025,SUPERVISÃO PROTOCOLO CBF,2150.0
14222b_2025,INSS 20% S/ SUPERVISÃO DE PROTOLOCO CBF,130.0
14222b_2025,INGRESSO PROMOCIONAL,66840.0
14222b_2025,CONFECCAO VENDA E PRÉ VENDA DE INGRESSOS,7259.44
14222b_2025,TAXA DE BOMBEIROS,1002.28
14222b_2025,ALUGUEL DO ESTÁDIO,65000.0
14222b_2025,CONTAS DE CONSUMO,35000.0
14222b_2025,DESPESA OPERACIONAL DO ESTÁDIO,265516.39
14222b_2025,DESPESA SÓCIO TORCEDOR,118788.0
14222b_2025,LOGÍSTICA ARBITRAGEM OFÍCIO CBF 042 PRE/2025,41407.42
14222b_2025,INSS 11% S/ ARBITRAGEM,866.54
14222b_2025,INSS 11% S/ SUPERVISOR DE PROTOCOLO CBF,71.5
14222b_2025,IRRF S/ARBITRAGEM,436.33
14222b_2025,IRRF S/ SUPERVISOR DE PROTOCOLO CBF,0.0
14223b_2025,Seguro Público Pagante - CBF,617.5
14223b_2025,20% INSS Arbitragem,5353.4
14223b_2025,20% INSS Prestadores de Serviços,181.52
14223b_2025,20% INSS Sobre Quadro Móvel - Clube,1221.43
14223b_2025,5% - FPF,58613.75
14223b_2025,5% INSS Renda Bruta,58613.75
14223b_2025,Alimentação / Prest. Serviço / Staff / Policiamento,27048.0
14223b_2025,Ambulância,6420.0
14223b_2025,Antidoping CBF,2375.0
14223b_2025,"Antidoping CBF - Diária, Alimentação e Transporte",1800.0
14223b_2025,Arbitragem - Diária / Transporte,217.6
14223b_2025,"Arbitragem, Assistentes e Delegados",43998.6
14223b_2025,Arrecadador,955.9
14223b_2025,Brigada de Incêndio - Bombeiro,12250.0
14223b_2025,COMP LOGÍSTICA DE ARBITRAGEM,1113.71
14223b_2025,DELEGADO/DIRETOR DE JOGO,1070.9
14223b_2025,Emissão de Ingressos,53444.35
14223b_2025,Equipe de Apoio,10756.9
14223b_2025,ESTACIONAMENTO,10200.0
14223b_2025,Funcionários,32085.0
14223b_2025,Gerente de Operações,995.9
14223b_2025,Ingressos e Controle de Acesso,28483.35
14223b_2025,"Limpeza, Higienização e Sanitização",18868.72
14223b_2025,Locação de Catracas,27495.0
14223b_2025,Locação de Equipamentos e Manutenção,8333.33
14223b_2025,Logística da Arbitragem,20703.71
14223b_2025,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
14223b_2025,Orientadores,31313.28
14223b_2025,Prestadores de Serviços,907.6
14223b_2025,Quadro Móvel do Clube,6107.15
14223b_2025,Segurança Privada,41470.0
14223b_2025,Sonorização,6960.0
14223b_2025,Transporte - Pessoal à Serviço,2048.0
14223b_2025,11% INSS Equipe de Arbitragem,1477.89
14223b_2025,11% INSS Prestadores de Serviços,99.84
14223b_2025,11% INSS Quadro Móvel - Clube,0.0
14223b_2025,11% INSS Quadro Móvel - Federação Local,0.0
14224b_2025,Seguro Público Pagante - CBF,1202.11
14224b_2025,2% ISS,36690.56
14224b_2025,20% INSS Arbitragem,3893.44
14224b_2025,20% INSS Sobre Quadro Móvel - Clube,211.43
14224b_2025,5% - FPF,91726.4
14224b_2025,5% INSS Renda Bruta,91726.4
14224b_2025,Ambulância,14457.0
14224b_2025,Antidoping CBF - Análise Laboratorias,1800.0
14224b_2025,"Antidoping CBF - Diária, Alimentação e Transporte",2200.0
14224b_2025,Arbitragem - Diária / Transporte,3128.46
14224b_2025,"Arbitragem, Assistentes e Delegados",32437.2
14224b_2025,Arrecadador,941.0
14224b_2025,Brigada de Incêndio - Bombeiro,2204.8
14224b_2025,CET,22895.9
14224b_2025,CET - Comunicação Visual,1260.0
14224b_2025,COMP LOGÍSTICA DE ARBITRAGEM,1113.71
14224b_2025,DELEGADO/DIRETOR DE JOGO,1056.0
14224b_2025,Equipe de Apoio,10222.0
14224b_2025,Funcionários,98653.0
14224b_2025,Gerente de Operações,941.0
14224b_2025,Gradeamento,14537.88
14224b_2025,Ingressos e Controle de Acesso,45495.9
14224b_2025,Logística da Arbitragem,20703.71
14224b_2025,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
14224b_2025,Orientadores,67531.03
14224b_2025,Quadro Móvel do Clube,1057.16
14224b_2025,Segurança Privada,120837.54
14224b_2025,Sonorização,2700.0
14224b_2025,11% INSS Equipe de Arbitragem,1400.94
14224b_2025,11% INSS Prestadores de Serviços,0.0
14224b_2025,11% INSS Quadro Móvel - Clube,0.0
14224b_2025,11% INSS Quadro Móvel - Federação Local,0.0
14225b_2025,Seguro Público Pagante - CBF,164.93
14225b_2025,20% INSS Arbitragem,3182.01
14225b_2025,5% - FPF,9899.0
14225b_2025,5% INSS Renda Bruta,9899.0
14225b_2025,Alimentação / Prest. Serviço / Staff / Policiamento,2324.32
14225b_2025,Ambulância,9500.0
14225b_2025,Ambulatório,2400.0
14225b_2025,Antidoping CBF - Análise Laboratorias,1800.0
14225b_2025,"Antidoping CBF - Diária, Alimentação e Transporte",2650.0
14225b_2025,Arbitragem - Diária / Transporte,69.0
14225b_2025,"Arbitragem, Assistentes e Delegados",39850.65
14225b_2025,Arrecadador,1097.8
14225b_2025,Banheiros Químicos,1400.0
14225b_2025,Brigada de Incêndio - Bombeiro,4250.0
14225b_2025,COMP LOGÍSTICA DE ARBITRAGEM,1113.71
14225b_2025,Controladores de Acesso,13113.91
14225b_2025,DELEGADO/DIRETOR DE JOGO,1212.8
14225b_2025,Emissão de Ingressos,9580.0
14225b_2025,Equipe de Apoio,5698.8
14225b_2025,Gandulas e Maqueiros,720.0
14225b_2025,Geradores,465.0
14225b_2025,Gerente de Operações,1097.8
14225b_2025,Gradeamento,6300.0
14225b_2025,"Limpeza, Higienização e Sanitização",1000.0
14225b_2025,Locação de Equipamentos e Manutenção,2600.0
14225b_2025,Logística da Arbitragem,20703.71
14225b_2025,OFICIAIS CBF (SUPERVISOR E COORDENADOR),2150.0
14225b_2025,Segurança Privada,23490.0
14225b_2025,Sonorização,1970.0
14225b_2025,Transporte - Pessoal à Serviço,1150.0
14225b_2025,11% INSS Equipe de Arbitragem,300.3
14225b_2025,11% INSS Prestadores de Serviços,0.0
14225b_2025,11% INSS Quadro Móvel - Clube,0.0
14225b_2025,11% INSS Quadro Móvel - Federação Local,0.0
14226b_2025,ALUGUEL DE CAMPO,100000.0
14226b_2025,SEGURO TORCEDOR,743.49
14226b_2025,3% - ISS [RENDA BRUTA] ARENA,17672.73
14226b_2025,3% - ISS [RENDA BRUTA] CLUBE,30153.31
14226b_2025,5% - FEDERAÇÃO LOCAL,419.25
14226b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",0.0
14226b_2025,"20% - INSS SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",3295.61
14226b_2025,20% - INSS SOBRE O QUADRO MÓVEL [F],1720.0
14226b_2025,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
14226b_2025,ARBITRAGEM - PJ,15278.1
14226b_2025,"ARBITRAGEM, AUXILIARES E FISCAIS",16478.04
14226b_2025,BRIGADA DE INCÊNDIO,19656.9
14226b_2025,DESPESAS OPERACIONAIS ESTÁDIO,94556.66
14226b_2025,EVENTOS,40604.3
14226b_2025,LIMPEZA E CONSERVAÇÃO,40569.92
14226b_2025,LOCAÇÃO DE EQUIPAMENTOS,19691.2
14226b_2025,"POSTO MÉDICO, EQUIPE MÉDICA E AMBULÂNCIA",8850.0
14226b_2025,QUADRO MÓVEL [F],8600.0
14226b_2025,SEGURANÇA PRIVADA,163031.78
14226b_2025,SERVIÇOS TERCEIRIZADOS,20214.92
14226b_2025,SINALIZAÇÃO DE TRÂNSITO,3340.0
14226b_2025,SONORIZAÇÃO / LOCUÇÃO/FOTO/FILMAGEM,1125.0
14226b_2025,SUPERVISOR DE IMPRENSA,2150.0
14226b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,22209.77
14226b_2025,"11% - INSS SOBRE A ARBITRAGEM, AUXILIARES E FISCAIS",615.81
14226b_2025,11% - INSS SOBRE O QUADRO MÓVEL [F],836.0
14226b_2025,5% - ISS SOBRE O QUADRO MÓVEL [F],327.5
14226b_2025,"IRRF SOBRE A REMUNERAÇÃO DA ARBITRAGEM, AUXILIARES E FISCAIS",790.92
14227b_2025,SEGURO TORCEDOR,738.02
14227b_2025,5% - FEDERAÇÃO LOCAL,71714.45
14227b_2025,5% - INSS [RENDA BRUTA],71714.45
14227b_2025,"20% - INSS SOBRE A REMUNERAÇÃO ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",6845.0
14227b_2025,20% - INSS SOBRE DIÁRIAS E TRANSPORTES NÃO COMPROVADOS DA ARBITRAGEM,1700.65
14227b_2025,ANTI DOPING - SERVIÇOS DO EXAME [LABORATÓRIO],4000.0
14227b_2025,"ARBITRAGEM, AUXILIARES, DELEGADOS, FISCAIS",34225.0
14227b_2025,"CONTROLE DE ACESSO, EMISSÃO E VENDA DE INGRESSOS",5500.0
14227b_2025,SERVIÇOS TERCEIRIZADOS,164947.65
14227b_2025,TAXA DE ILUMINAÇÃO,43028.67
14227b_2025,TRANSPORTE E HOSPEDAGEM DA ARBITRAGEM,35646.21
